1 -1.0000000000 -0.1000000000 1.0000000000
2 -0.8043612877 -0.1022787503 1.0026179352
3 -0.6094830653 -0.1146987604 1.0040512800
4 -0.4140641238 -0.1374369240 1.0052947843
5 -0.2178054830 -0.1686752145 1.0063732026
6 -0.0206474292 -0.2066335722 1.0073039483
7 0.1773517639 -0.2495319329 1.0080813294
8 0.3760657065 -0.2958129028 1.0086824400
9 0.5753297793 -0.3442087447 1.0091011665
10 0.7749872960 -0.3937673413 1.0093637903
11 0.9748948470 -0.4438346152 1.0094728891
12 0.9799104655 -0.4238332080 1.0075920249
13 0.9849272681 -0.4038327200 1.0057116897
14 0.9899447229 -0.3838326722 1.0038319911
15 0.9949625086 -0.3638327543 1.0019528209
16 0.9999804302 -0.3438327919 1.0000739447
17 1.0049983521 -0.3238327290 0.9981950706
18 1.0100161392 -0.3038326216 0.9963159064
19 1.0150335980 -0.2838326439 0.9944362172
20 1.0200504097 -0.2638331063 0.9925558955
21 1.0250660447 -0.2438344857 0.9906750463
22 0.8249748294 -0.1937669493 0.9907451967
23 0.6246362908 -0.1442079570 0.9909710034
24 0.4239062997 -0.0958118246 0.9913594932
25 0.2226275722 -0.0495306837 0.9919373024
26 0.0206348407 -0.0066323766 0.9927007608
27 -0.1822005665 0.0313256145 0.9936260041
28 -0.3859380629 0.0625634960 0.9947034596
29 -0.5905173984 0.0853013998 0.9959475021
30 -0.7956386368 0.0977212618 0.9973815655
31 -1.0000000000 0.1000000000 1.0000000000
32 -1.0000000000 0.0800000000 1.0000000000
33 -1.0000000000 0.0600000000 1.0000000000
34 -1.0000000000 0.0400000000 1.0000000000
35 -1.0000000000 0.0200000000 1.0000000000
36 -1.0000000000 0.0000000000 1.0000000000
37 -1.0000000000 -0.0200000000 1.0000000000
38 -1.0000000000 -0.0400000000 1.0000000000
39 -1.0000000000 -0.0600000000 1.0000000000
40 -1.0000000000 -0.0800000000 1.0000000000
41 -0.8036312393 -0.0821009716 1.0021352804
42 -0.6076605065 -0.0945668740 1.0032638797
43 -0.4113076315 -0.1173154649 1.0042560528
44 -0.2142923359 -0.1485821967 1.0051136245
45 -0.0165573033 -0.1865649616 1.0058546631
46 0.1818493634 -0.2294857500 1.0064743682
47 0.3808286877 -0.2757846617 1.0069547338
48 0.5802473132 -0.3241938721 1.0072906107
49 0.7799806387 -0.3737617539 1.0075031916
50 -0.8027934086 -0.0619570823 1.0016221442
51 -0.6057864417 -0.0744668649 1.0024581848
52 -0.4085092407 -0.0972210002 1.0032007066
53 -0.2107442453 -0.1285102362 1.0038416851
54 -0.0124388755 -0.1665119978 1.0043963101
55 0.1863693110 -0.2094502069 1.0048613039
56 0.3856073827 -0.2557630634 1.0052232637
57 0.5851747053 -0.3041826557 1.0054780626
58 0.7849780848 -0.3537575485 1.0056416062
59 -0.8018916728 -0.0418512540 1.0010905750
60 -0.6038763978 -0.0543960727 1.0016429504
61 -0.4056853283 -0.0771534683 1.0021370611
62 -0.2071742820 -0.1084587649 1.0025636260
63 -0.0083029910 -0.1464742319 1.0029335491
64 0.1909029626 -0.1894248846 1.0032452708
65 0.3903957055 -0.2357477395 1.0034899694
66 0.5901080398 -0.2841747612 1.0036645303
67 0.7899779621 -0.3337545930 1.0037794886
68 -0.8009539440 -0.0217865624 1.0005478434
