1 -0.0200054247 0.0045327552 0.0030766523 0.0000158039 0.0103929272 0.0040296745
2 -0.0231002822 0.0078606772 0.0059517233 0.0002034680 0.0070474199 0.0008672853
3 -0.0205440033 0.0063478797 0.0053589422 0.0003279592 0.0067189922 -0.0001965491
4 -0.0167950693 0.0053398282 0.0044387693 0.0002633142 0.0059455701 -0.0002858454
5 -0.0127423777 0.0040287156 0.0033729143 0.0002076431 0.0051990178 -0.0004384447
6 -0.0089472558 0.0028633609 0.0023456735 0.0001353358 0.0043630098 -0.0004106933
7 -0.0057214902 0.0018645317 0.0014631584 0.0000736072 0.0033580084 -0.0003575232
8 -0.0032501621 0.0010875829 0.0008004169 0.0000308074 0.0023031723 -0.0002821343
9 -0.0014998619 0.0005248181 0.0003344894 0.0000001541 0.0014348041 -0.0002166523
10 -0.0003995180 0.0001962598 0.0000554715 -0.0000130073 0.0006256487 -0.0001597698
11 -0.0158186658 0.0035791098 0.0024554586 -0.0005239260 0.0076799243 0.0061031330
12 -0.0178721560 0.0061247898 0.0047454681 -0.0005886337 0.0046553190 0.0026229896
13 -0.0159072109 0.0048690734 0.0042859292 -0.0001024350 0.0047423895 0.0008936132
14 -0.0130499867 0.0041126155 0.0035673473 -0.0000424018 0.0041834581 0.0003806584
15 -0.0098942184 0.0031016687 0.0027141502 -0.0000073783 0.0036702249 0.0000873817
16 -0.0069486105 0.0021984545 0.0018923284 -0.0000104097 0.0030869550 -0.0000283220
17 -0.0044385307 0.0014282864 0.0011841641 -0.0000212480 0.0023775158 -0.0000860371
18 -0.0025175195 0.0008284683 0.0006509389 -0.0000250467 0.0016287769 -0.0001192337
19 -0.0011562871 0.0003976878 0.0002734164 -0.0000377295 0.0010238612 -0.0001506934
20 -0.0003060779 0.0001385328 0.0000584964 0.0000065113 0.0004322624 -0.0001530568
21 -0.0114247749 0.0025881274 0.0017716870 -0.0008930614 0.0053200967 0.0075289046
22 -0.0127267976 0.0043934414 0.0034200068 -0.0011495444 0.0029458137 0.0037767948
23 -0.0113232757 0.0034545403 0.0030944302 -0.0004033424 0.0031584849 0.0016712973
24 -0.0093156714 0.0029236089 0.0025852462 -0.0002342461 0.0027875993 0.0008222919
25 -0.0070614979 0.0022061151 0.0019690652 -0.0001437353 0.0024490781 0.0004312354
26 -0.0049604382 0.0015604806 0.0013754297 -0.0001002587 0.0020649851 0.0002195716
27 -0.0031670579 0.0010123636 0.0008625740 -0.0000798418 0.0015916069 0.0000864547
28 -0.0017948368 0.0005850310 0.0004756763 -0.0000604896 0.0010895292 -0.0000175962
29 -0.0008220745 0.0002796997 0.0002005641 -0.0000625453 0.0006900853 -0.0001129356
30 -0.0002167839 0.0000922070 0.0000489768 0.0000247016 0.0002833946 -0.0001540059
31 -0.0069017902 0.0015657899 0.0010674420 -0.0011244848 0.0031378213 0.0084261858
32 -0.0076236361 0.0026460171 0.0020585763 -0.0015103920 0.0016311393 0.0044744347
33 -0.0067792142 0.0020664106 0.0018645765 -0.0005966627 0.0018105046 0.0021699639
34 -0.0055891661 0.0017506096 0.0015620242 -0.0003480922 0.0016000284 0.0010924598
35 -0.0042384870 0.0013223486 0.0011912120 -0.0002250021 0.0014063325 0.0006376905
36 -0.0029795251 0.0009345160 0.0008336501 -0.0001526718 0.0011888556 0.0003677835
37 -0.0019028880 0.0006060830 0.0005237846 -0.0001138559 0.0009177335 0.0001877108
38 -0.0010787078 0.0003496772 0.0002896891 -0.0000814826 0.0006277700 0.0000410788
39 -0.0004939174 0.0001668367 0.0001227117 -0.0000774230 0.0004007001 -0.0000929438
40 -0.0001300543 0.0000531068 0.0000321273 0.0000384594 0.0001617132 -0.0001573951
41 -0.0023081030 0.0005241182 0.0003563887 -0.0012361759 0.0010374922 0.0088603136
42 -0.0025400859 0.0008840970 0.0006870522 -0.0016872984 0.0005217289 0.0048029261
43 -0.0022593861 0.0006887084 0.0006229935 -0.0006916199 0.0005886237 0.0024132465
44 -0.0018676019 0.0005845219 0.0005234626 -0.0004014131 0.0005195693 0.0012209108
45 -0.0014207533 0.0004429044 0.0004007842 -0.0002630882 0.0004564102 0.0007343684
46 -0.0010028847 0.0003138726 0.0002819973 -0.0001769063 0.0003881820 0.0004370404
47 -0.0006427702 0.0002043343 0.0001779118 -0.0001294696 0.0003018973 0.0002344214
48 -0.0003662917 0.0001183323 0.0000991468 -0.0000912315 0.0002060301 0.0000678111
49 -0.0001691651 0.0000566804 0.0000426702 -0.0000843638 0.0001343262 -0.0000844487
50 -0.0000447246 0.0000180495 0.0000113542 0.0000458196 0.0000547416 -0.0001599152
51 0.0023080964 -0.0005239922 -0.0003563083 -0.0012361813 -0.0010391533 0.0088603103
52 0.0025377811 -0.0008832569 -0.0006864855 -0.0016873056 -0.0005240465 0.0048029344
53 0.0022523566 -0.0006862492 -0.0006211234 -0.0006916230 -0.0005935915 0.0024132641
54 0.0018522578 -0.0005795839 -0.0005190663 -0.0004014035 -0.0005278699 0.0012209616
55 0.0013953166 -0.0004354440 -0.0003929702 -0.0002630568 -0.0004647493 0.0007344216
56 0.0009723465 -0.0003052439 -0.0002723234 -0.0001768669 -0.0003891550 0.0004370367
57 0.0006160529 -0.0001960442 -0.0001699423 -0.0001294226 -0.0002959680 0.0002344130
58 0.0003449252 -0.0001117682 -0.0000926988 -0.0000911957 -0.0002033450 0.0000677751
59 0.0001544823 -0.0000526252 -0.0000379994 -0.0000843477 -0.0001249021 -0.0000845051
60 0.0000401582 -0.0000157020 -0.0000106625 0.0000458274 -0.0000475470 -0.0001599619
61 0.0069017773 -0.0015656641 -0.0010673591 -0.0011245004 -0.0031394805 0.0084261757
62 0.0076213237 -0.0026451763 -0.0020580058 -0.0015104127 -0.0016334689 0.0044744583
63 0.0067721780 -0.0020639514 -0.0018627044 -0.0005966714 -0.0018154998 0.0021700119
64 0.0055738250 -0.0017456725 -0.0015576331 -0.0003480637 -0.0016083796 0.0010926029
65 0.0042130631 -0.0013148801 -0.0011834093 -0.0002249136 -0.0014147397 0.0006378400
66 0.0029489917 -0.0009258961 -0.0008239827 -0.0001525455 -0.0011898420 0.0003677700
67 0.0018761857 -0.0005977513 -0.0005158340 -0.0001137702 -0.0009117683 0.0001876998
68 0.0010573493 -0.0003430701 -0.0002832548 -0.0000814293 -0.0006250699 0.0000409661
69 0.0004792159 -0.0001627895 -0.0001180344 -0.0000773646 -0.0003912075 -0.0000931012
70 0.0001254819 -0.0000507557 -0.0000314405 0.0000384824 -0.0001544295 -0.0001575227
71 0.0114247491 -0.0025880021 -0.0017715990 -0.0008930848 -0.0053217518 0.0075288867
72 0.0127244697 -0.0043925988 -0.0034194287 -0.0011495753 -0.0029481690 0.0037768295
73 0.0113162250 -0.0034520805 -0.0030925540 -0.0004033542 -0.0031635384 0.0016713608
74 0.0093003349 -0.0029186715 -0.0025808671 -0.0002342014 -0.0027960607 0.0008224986
75 0.0070361002 -0.0021986354 -0.0019612848 -0.0001435999 -0.0024576279 0.0004314500
76 0.0049299180 -0.0015518570 -0.0013657962 -0.0001000555 -0.0020660046 0.0002195431
77 0.0031403846 -0.0010040305 -0.0008545982 -0.0000797506 -0.0015855721 0.0000864682
78 0.0017734942 -0.0005784198 -0.0004692058 -0.0000604478 -0.0010867887 -0.0000177829
79 0.0008073386 -0.0002756479 -0.0001958920 -0.0000624484 -0.0006804438 -0.0001131598
80 0.0002121980 -0.0000898494 -0.0000483009 0.0000247439 -0.0002759240 -0.0001541760
81 0.0158186204 -0.0035789850 -0.0024553622 -0.0005239524 -0.0076815717 0.0061031058
82 0.0178698037 -0.0061239436 -0.0047448778 -0.0005886685 -0.0046577176 0.0026230280
83 0.0159001365 -0.0048666107 -0.0042840488 -0.0001024447 -0.0047475403 0.0008936677
84 0.0130346540 -0.0041076732 -0.0035629871 -0.0000423511 -0.0041921103 0.0003808770
85 0.0098688626 -0.0030941784 -0.0027064203 -0.0000071973 -0.0036790063 0.0000876081
86 0.0069181173 -0.0021897938 -0.0018827295 -0.0000102438 -0.0030880502 -0.0000283729
87 0.0044118998 -0.0014200647 -0.0011762684 -0.0000208601 -0.0023713297 -0.0000859971
88 0.0024962020 -0.0008219649 -0.0006445297 -0.0000247169 -0.0016259985 -0.0001194451
89 0.0011415045 -0.0003935995 -0.0002687298 -0.0000376928 -0.0010139546 -0.0001509263
90 0.0003014692 -0.0001361619 -0.0000578540 0.0000065932 -0.0004244903 -0.0001532018
91 0.0200053527 -0.0045326307 -0.0030765435 0.0000157826 -0.0103945616 0.0040296366
92 0.0230978953 -0.0078598250 -0.0059511157 0.0002034409 -0.0070498859 0.0008673157
93 0.0205368939 -0.0063454061 -0.0053570592 0.0003279558 -0.0067242970 -0.0001965375
94 0.0167797335 -0.0053348793 -0.0044344427 0.0002633701 -0.0059545256 -0.0002856978
95 0.0127170864 -0.0040211849 -0.0033652742 0.0002077938 -0.0052081679 -0.0004382761
96 0.0089168056 -0.0028547359 -0.0023361417 0.0001355203 -0.0043642163 -0.0004108020
97 0.0056949180 -0.0018561051 -0.0014554403 0.0000738051 -0.0033515858 -0.0003574415
98 0.0032288854 -0.0010808723 -0.0007941556 0.0000309552 -0.0023003254 -0.0002823098
99 0.0014850193 -0.0005207688 -0.0003297891 0.0000002135 -0.0014244977 -0.0002167815
100 0.0003948775 -0.0001938351 -0.0000548984 -0.0000129125 -0.0006174138 -0.0001597966
101 -0.0214705446 0.0050587221 0.0022755296 -0.0005719969 0.0105506475 -0.0005929713
102 -0.0232921121 0.0084493911 0.0049156097 -0.0007559545 0.0121265366 0.0001381854
103 -0.0204080845 0.0064466452 0.0049458183 -0.0002803586 0.0115693267 -0.0012565466
104 -0.0166445987 0.0053798909 0.0041576260 -0.0001447649 0.0105379473 -0.0010886769
105 -0.0125667189 0.0040271182 0.0031665662 -0.0000740835 0.0093647543 -0.0011520372
106 -0.0087123822 0.0028507264 0.0021100161 -0.0000427839 0.0079274895 -0.0010046873
107 -0.0054410434 0.0018531466 0.0011822510 -0.0000303063 0.0061210367 -0.0008032034
108 -0.0029850505 0.0010793121 0.0005323926 -0.0000192336 0.0041845414 -0.0005678265
109 -0.0013200878 0.0005258192 0.0001295165 -0.0000251938 0.0026132840 -0.0003774050
110 -0.0003265240 0.0002210820 -0.0001116562 0.0000526119 0.0013221848 -0.0001668443
111 -0.0166046793 0.0039041653 0.0017285938 -0.0011847230 0.0081317412 -0.0002192182
112 -0.0182204915 0.0065697280 0.0037599018 -0.0015165857 0.0091054222 -0.0006158349
113 -0.0158087445 0.0050083640 0.0038153413 -0.0004798086 0.0088363206 -0.0015649964
114 -0.0129545706 0.0041498651 0.0032223943 -0.0001980559 0.0080715650 -0.0017349654
115 -0.0097758024 0.0031207230 0.0024640539 -0.0000543701 0.0071825194 -0.0017113067
116 -0.0067850249 0.0022002257 0.0016509174 0.0000097749 0.0060874796 -0.0015203931
117 -0.0042413567 0.0014296120 0.0009336046 0.0000322154 0.0047046175 -0.0012150121
118 -0.0023308773 0.0008304726 0.0004289333 0.0000403552 0.0032176610 -0.0008768523
119 -0.0010365102 0.0004040365 0.0001121436 0.0000018692 0.0020193019 -0.0005786399
120 -0.0002599009 0.0001628754 -0.0000625858 0.0001726878 0.0009957010 -0.0002716234
121 -0.0118195838 0.0027709854 0.0012246798 -0.0016570856 0.0057632465 0.0001631338
122 -0.0130594645 0.0046870691 0.0026732254 -0.0021518842 0.0063139541 -0.0010831627
123 -0.0112648210 0.0035727486 0.0027248983 -0.0007084584 0.0062070821 -0.0017619432
124 -0.0092544510 0.0029455458 0.0023083612 -0.0002900593 0.0056863954 -0.0021404927
125 -0.0069857233 0.0022217453 0.0017706117 -0.0000815106 0.0050638288 -0.0020905325
126 -0.0048512270 0.0015623984 0.0011916612 0.0000209563 0.0042976908 -0.0018621160
127 -0.0030347852 0.0010144499 0.0006787595 0.0000614029 0.0033247178 -0.0014934149
128 -0.0016697886 0.0005882403 0.0003168099 0.0000741286 0.0022743456 -0.0010851564
129 -0.0007454620 0.0002854459 0.0000878779 0.0000200017 0.0014333066 -0.0007168368
130 -0.0001888140 0.0001118135 -0.0000322253 0.0002603378 0.0006944238 -0.0003461231
131 -0.0070778532 0.0016553318 0.0007328645 -0.0019733842 0.0034388011 0.0004572808
132 -0.0078510863 0.0028092375 0.0016025311 -0.0025965080 0.0037087650 -0.0013546022
133 -0.0067501849 0.0021417991 0.0016373614 -0.0008896892 0.0036768879 -0.0018789026
134 -0.0055532269 0.0017603380 0.0013897651 -0.0003689338 0.0033754549 -0.0023786133
135 -0.0041945404 0.0013302790 0.0010687372 -0.0001138157 0.0030069961 -0.0023262012
136 -0.0029142273 0.0009340780 0.0007219290 0.0000188967 0.0025566079 -0.0020717625
137 -0.0018237585 0.0006062915 0.0004128573 0.0000748555 0.0019810517 -0.0016661723
138 -0.0010043125 0.0003512112 0.0001947531 0.0000927759 0.0013546035 -0.0012144597
139 -0.0004499643 0.0001699470 0.0000565637 0.0000316601 0.0008578496 -0.0008036697
140 -0.0001147017 0.0000656528 -0.0000149231 0.0003179122 0.0004121193 -0.0003940550
141 -0.0023573076 0.0005506127 0.0002440938 -0.0021312497 0.0011422257 0.0006145087
142 -0.0026197421 0.0009360635 0.0005341123 -0.0028236486 0.0012211153 -0.0014794965
143 -0.0022497806 0.0007140921 0.0005463166 -0.0009875804 0.0012140842 -0.0019334692
144 -0.0018532537 0.0005864014 0.0004645805 -0.0004125362 0.0011137603 -0.0024889782
145 -0.0014022583 0.0004437471 0.0003589156 -0.0001333386 0.0009921881 -0.0024392800
146 -0.0009757118 0.0003113884 0.0002439327 0.0000156000 0.0008485787 -0.0021717217
147 -0.0006102588 0.0002024717 0.0001391186 0.0000800810 0.0006621439 -0.0017489563
148 -0.0003363895 0.0001173409 0.0000660947 0.0001010727 0.0004510154 -0.0012765809
149 -0.0001521137 0.0000565395 0.0000205864 0.0000374409 0.0002902367 -0.0008456446
150 -0.0000388374 0.0000223347 -0.0000052444 0.0003464744 0.0001414582 -0.0004175319
151 0.0023569000 -0.0005504243 -0.0002441484 -0.0021312506 -0.0011449676 0.0006145146
152 0.0026184508 -0.0009353368 -0.0005343665 -0.0028236513 -0.0012266682 -0.0014794989
153 0.0022463686 -0.0007125039 -0.0005464417 -0.0009875834 -0.0012251201 -0.0019334712
154 0.0018460317 -0.0005838432 -0.0004631781 -0.0004125528 -0.0011309091 -0.0024889667
155 0.0013904457 -0.0004411003 -0.0003538422 -0.0001333291 -0.0010079651 -0.0024393013
156 0.0009632530 -0.0003094478 -0.0002369940 0.0000155305 -0.0008479370 -0.0021717270
157 0.0006040328 -0.0001999821 -0.0001373238 0.0000799958 -0.0006480677 -0.0017488385
158 0.0003323208 -0.0001155642 -0.0000647990 0.0001009866 -0.0004469230 -0.0012766981
159 0.0001464633 -0.0000561312 -0.0000169741 0.0000373880 -0.0002744905 -0.0008456580
